Data,Nr zamówienia,Kanał,Kategoria,Produkt,Ilość,Cena jedn. (zł),Przychód (zł),Prowizja (zł),Miasto,Status
2026-02-01,ZAM-10452,Allegro,Akcesoria,Plecak miejski 20L,1,179.00,179.00,20.59,Lublin,Opłacone
2026-02-01,ZAM-10453,Sklep www,Akcesoria,Plecak miejski 20L,1,179.00,179.00,3.22,Lublin,Opłacone
2026-02-01,ZAM-10454,Sklep www,Dom i biuro,Organizer biurkowy drewniany,3,79.00,237.00,4.27,Poznań,Opłacone
2026-02-01,ZAM-10455,Allegro,Kuchnia,Kubek termiczny 450ml,1,69.00,69.00,7.94,Kraków,Opłacone
2026-02-02,ZAM-10456,Allegro,Akcesoria,Plecak miejski 20L,1,179.00,179.00,20.59,Białystok,Opłacone
2026-02-02,ZAM-10457,Sklep www,Dom i biuro,Lampka LED na biurko,1,119.00,119.00,2.14,Radom,Opłacone
2026-02-02,ZAM-10458,Allegro,Kuchnia,Młynek do kawy ręczny,1,149.00,149.00,17.14,Katowice,Opłacone
2026-02-02,ZAM-10459,Sklep www,Akcesoria,Plecak miejski 20L,1,179.00,179.00,3.22,Szczecin,Opłacone
2026-02-02,ZAM-10460,Allegro,Elektronika,Słuchawki BT douszne,1,159.00,159.00,18.29,Poznań,Opłacone
2026-02-03,ZAM-10461,Allegro,Akcesoria,Plecak miejski 20L,1,179.00,179.00,20.59,Łódź,Opłacone
2026-02-03,ZAM-10462,Sklep www,Dom i biuro,Podkładka pod laptopa bambusowa,1,89.00,89.00,1.60,Poznań,Opłacone
2026-02-03,ZAM-10463,Sklep www,Kuchnia,Młynek do kawy ręczny,3,149.00,447.00,8.05,Wrocław,Opłacone
2026-02-03,ZAM-10464,Sklep www,Dom i biuro,Podkładka pod laptopa bambusowa,1,89.00,89.00,1.60,Białystok,Opłacone
2026-02-04,ZAM-10465,Allegro,Akcesoria,Portfel skórzany slim,1,129.00,129.00,14.84,Szczecin,Opłacone
2026-02-04,ZAM-10466,Sklep www,Elektronika,Powerbank 20000mAh,3,139.00,417.00,7.51,Radom,Opłacone
2026-02-04,ZAM-10467,Allegro,Akcesoria,Portfel skórzany slim,2,129.00,258.00,29.67,Łódź,Opłacone
2026-02-04,ZAM-10468,Allegro,Kuchnia,Deska do krojenia dębowa,1,99.00,99.00,11.38,Gdańsk,Opłacone
2026-02-04,ZAM-10469,Allegro,Dom i biuro,Lampka LED na biurko,1,119.00,119.00,13.69,Lublin,Opłacone
2026-02-04,ZAM-10470,Allegro,Elektronika,Słuchawki BT douszne,1,159.00,159.00,18.29,Białystok,Opłacone
2026-02-04,ZAM-10471,Allegro,Elektronika,Powerbank 20000mAh,1,139.00,139.00,15.99,Kraków,Opłacone
2026-02-04,ZAM-10472,Allegro,Kuchnia,Młynek do kawy ręczny,1,149.00,149.00,17.14,Warszawa,Opłacone
2026-02-05,ZAM-10473,Allegro,Akcesoria,Portfel skórzany slim,1,129.00,129.00,14.84,Łódź,Opłacone
2026-02-05,ZAM-10474,Sklep www,Kuchnia,Deska do krojenia dębowa,1,99.00,99.00,1.78,Warszawa,Opłacone
2026-02-05,ZAM-10475,Sklep www,Elektronika,Ładowarka bezprzewodowa,1,99.00,99.00,1.78,Katowice,Opłacone
2026-02-05,ZAM-10476,Allegro,Elektronika,Słuchawki BT douszne,3,159.00,477.00,54.86,Wrocław,Opłacone
2026-02-05,ZAM-10477,Allegro,Elektronika,Powerbank 20000mAh,2,139.00,278.00,31.97,Białystok,Opłacone
2026-02-05,ZAM-10478,Sklep www,Akcesoria,Plecak miejski 20L,1,179.00,179.00,3.22,Lublin,Opłacone
2026-02-05,ZAM-10479,Allegro,Kuchnia,Młynek do kawy ręczny,1,149.00,149.00,17.14,Rzeszów,Zwrot
2026-02-06,ZAM-10480,Sklep www,Elektronika,Ładowarka bezprzewodowa,1,99.00,99.00,1.78,Wrocław,Opłacone
2026-02-06,ZAM-10481,Allegro,Kuchnia,Młynek do kawy ręczny,1,149.00,149.00,17.14,Wrocław,Opłacone
2026-02-06,ZAM-10482,Allegro,Kuchnia,Deska do krojenia dębowa,1,99.00,99.00,11.38,Rzeszów,Opłacone
2026-02-06,ZAM-10483,Allegro,Dom i biuro,Organizer biurkowy drewniany,2,79.00,158.00,18.17,Szczecin,Opłacone
2026-02-06,ZAM-10484,Sklep www,Dom i biuro,Podkładka pod laptopa bambusowa,1,89.00,89.00,1.60,Wrocław,Opłacone
2026-02-06,ZAM-10485,Sklep www,Dom i biuro,Organizer biurkowy drewniany,1,79.00,79.00,1.42,Radom,Opłacone
2026-02-06,ZAM-10486,Allegro,Elektronika,Słuchawki BT douszne,1,159.00,159.00,18.29,Radom,Opłacone
2026-02-06,ZAM-10487,Sklep www,Kuchnia,Kubek termiczny 450ml,2,69.00,124.20,2.24,Radom,Opłacone
2026-02-07,ZAM-10488,Allegro,Akcesoria,Plecak miejski 20L,1,179.00,179.00,20.59,Poznań,Opłacone
2026-02-07,ZAM-10489,Allegro,Dom i biuro,Podkładka pod laptopa bambusowa,1,89.00,89.00,10.24,Łódź,Opłacone
2026-02-07,ZAM-10490,Allegro,Dom i biuro,Lampka LED na biurko,1,119.00,119.00,13.69,Kraków,Opłacone
2026-02-07,ZAM-10491,Sklep www,Kuchnia,Deska do krojenia dębowa,1,99.00,99.00,1.78,Kraków,Opłacone
2026-02-07,ZAM-10492,Allegro,Kuchnia,Kubek termiczny 450ml,2,69.00,124.20,14.28,Katowice,Opłacone
2026-02-07,ZAM-10493,Sklep www,Akcesoria,Etui na klucze,1,49.00,49.00,0.88,Poznań,Opłacone
2026-02-07,ZAM-10494,Allegro,Dom i biuro,Lampka LED na biurko,1,119.00,119.00,13.69,Wrocław,Opłacone
2026-02-07,ZAM-10495,Allegro,Akcesoria,Portfel skórzany slim,1,129.00,129.00,14.84,Radom,Opłacone
2026-02-08,ZAM-10496,Allegro,Kuchnia,Kubek termiczny 450ml,1,69.00,69.00,7.94,Lublin,Opłacone
2026-02-08,ZAM-10497,Sklep www,Kuchnia,Deska do krojenia dębowa,1,99.00,99.00,1.78,Białystok,Opłacone
2026-02-08,ZAM-10498,Sklep www,Akcesoria,Portfel skórzany slim,2,129.00,258.00,4.64,Lublin,Opłacone
2026-02-08,ZAM-10499,Allegro,Akcesoria,Etui na klucze,1,49.00,49.00,5.64,Warszawa,Opłacone
2026-02-08,ZAM-10500,Allegro,Kuchnia,Kubek termiczny 450ml,1,69.00,69.00,7.94,Lublin,Zwrot
2026-02-08,ZAM-10501,Allegro,Dom i biuro,Lampka LED na biurko,1,119.00,119.00,13.69,Lublin,Opłacone
2026-02-08,ZAM-10502,Allegro,Akcesoria,Plecak miejski 20L,1,179.00,179.00,20.59,Łódź,Opłacone
2026-02-08,ZAM-10503,Sklep www,Dom i biuro,Organizer biurkowy drewniany,1,79.00,79.00,1.42,Białystok,Opłacone
2026-02-08,ZAM-10504,Allegro,Elektronika,Powerbank 20000mAh,1,139.00,139.00,15.99,Lublin,Opłacone
2026-02-09,ZAM-10505,Sklep www,Elektronika,Ładowarka bezprzewodowa,1,99.00,99.00,1.78,Rzeszów,Opłacone
2026-02-09,ZAM-10506,Allegro,Dom i biuro,Podkładka pod laptopa bambusowa,1,89.00,89.00,10.24,Radom,Opłacone
2026-02-09,ZAM-10507,Sklep www,Kuchnia,Kubek termiczny 450ml,1,69.00,69.00,1.24,Gdańsk,Opłacone
2026-02-09,ZAM-10508,Allegro,Akcesoria,Etui na klucze,1,49.00,49.00,5.64,Gdańsk,Opłacone
2026-02-09,ZAM-10509,Allegro,Dom i biuro,Organizer biurkowy drewniany,1,79.00,79.00,9.09,Łódź,Opłacone
2026-02-10,ZAM-10510,Sklep www,Akcesoria,Plecak miejski 20L,1,179.00,179.00,3.22,Łódź,Opłacone
2026-02-10,ZAM-10511,Sklep www,Akcesoria,Etui na klucze,1,49.00,49.00,0.88,Katowice,Opłacone
2026-02-10,ZAM-10512,Allegro,Dom i biuro,Podkładka pod laptopa bambusowa,1,89.00,89.00,10.24,Białystok,Opłacone
2026-02-10,ZAM-10513,Allegro,Akcesoria,Portfel skórzany slim,1,129.00,129.00,14.84,Łódź,Opłacone
2026-02-11,ZAM-10514,Allegro,Elektronika,Słuchawki BT douszne,1,159.00,143.10,16.46,Gdańsk,Opłacone
2026-02-11,ZAM-10515,Sklep www,Dom i biuro,Organizer biurkowy drewniany,1,79.00,79.00,1.42,Rzeszów,Opłacone
2026-02-11,ZAM-10516,Sklep www,Dom i biuro,Organizer biurkowy drewniany,1,79.00,79.00,1.42,Warszawa,Opłacone
2026-02-11,ZAM-10517,Allegro,Kuchnia,Kubek termiczny 450ml,1,69.00,69.00,7.94,Szczecin,Opłacone
2026-02-11,ZAM-10518,Allegro,Dom i biuro,Podkładka pod laptopa bambusowa,2,89.00,178.00,20.47,Kraków,Opłacone
2026-02-11,ZAM-10519,Sklep www,Akcesoria,Etui na klucze,1,49.00,49.00,0.88,Kraków,Opłacone
2026-02-11,ZAM-10520,Allegro,Dom i biuro,Podkładka pod laptopa bambusowa,1,89.00,89.00,10.24,Gdańsk,Opłacone
2026-02-12,ZAM-10521,Sklep www,Elektronika,Powerbank 20000mAh,2,139.00,278.00,5.00,Kraków,Opłacone
2026-02-12,ZAM-10522,Allegro,Dom i biuro,Lampka LED na biurko,2,119.00,238.00,27.37,Kraków,Opłacone
2026-02-12,ZAM-10523,Allegro,Kuchnia,Młynek do kawy ręczny,1,149.00,149.00,17.14,Gdańsk,Opłacone
2026-02-12,ZAM-10524,Allegro,Dom i biuro,Podkładka pod laptopa bambusowa,2,89.00,178.00,20.47,Łódź,Opłacone
2026-02-12,ZAM-10525,Allegro,Dom i biuro,Lampka LED na biurko,2,119.00,238.00,27.37,Radom,Opłacone
2026-02-12,ZAM-10526,Allegro,Akcesoria,Etui na klucze,1,49.00,44.10,5.07,Wrocław,Opłacone
2026-02-12,ZAM-10527,Sklep www,Dom i biuro,Lampka LED na biurko,1,119.00,119.00,2.14,Radom,Opłacone
2026-02-13,ZAM-10528,Allegro,Akcesoria,Plecak miejski 20L,1,179.00,161.10,18.53,Białystok,Opłacone
2026-02-13,ZAM-10529,Allegro,Akcesoria,Portfel skórzany slim,1,129.00,116.10,13.35,Lublin,Opłacone
2026-02-13,ZAM-10530,Allegro,Dom i biuro,Podkładka pod laptopa bambusowa,1,89.00,89.00,10.24,Warszawa,Opłacone
2026-02-13,ZAM-10531,Sklep www,Akcesoria,Etui na klucze,1,49.00,49.00,0.88,Rzeszów,Opłacone
2026-02-13,ZAM-10532,Allegro,Akcesoria,Etui na klucze,2,49.00,98.00,11.27,Białystok,Opłacone
2026-02-13,ZAM-10533,Sklep www,Kuchnia,Deska do krojenia dębowa,1,99.00,99.00,1.78,Lublin,Opłacone
2026-02-14,ZAM-10534,Allegro,Dom i biuro,Podkładka pod laptopa bambusowa,1,89.00,89.00,10.24,Szczecin,Opłacone
2026-02-14,ZAM-10535,Sklep www,Dom i biuro,Organizer biurkowy drewniany,2,79.00,158.00,2.84,Gdańsk,Opłacone
2026-02-14,ZAM-10536,Sklep www,Elektronika,Powerbank 20000mAh,1,139.00,139.00,2.50,Białystok,Opłacone
2026-02-14,ZAM-10537,Allegro,Elektronika,Ładowarka bezprzewodowa,1,99.00,99.00,11.38,Białystok,Opłacone
2026-02-14,ZAM-10538,Sklep www,Akcesoria,Portfel skórzany slim,1,129.00,129.00,2.32,Radom,Opłacone
2026-02-14,ZAM-10539,Allegro,Kuchnia,Młynek do kawy ręczny,1,149.00,149.00,17.14,Rzeszów,Zwrot
2026-02-15,ZAM-10540,Allegro,Kuchnia,Młynek do kawy ręczny,1,149.00,149.00,17.14,Lublin,Opłacone
2026-02-15,ZAM-10541,Allegro,Kuchnia,Kubek termiczny 450ml,1,69.00,69.00,7.94,Kraków,Opłacone
2026-02-15,ZAM-10542,Allegro,Akcesoria,Plecak miejski 20L,1,179.00,161.10,18.53,Wrocław,Opłacone
2026-02-15,ZAM-10543,Allegro,Elektronika,Powerbank 20000mAh,1,139.00,139.00,15.99,Lublin,Opłacone
2026-02-15,ZAM-10544,Allegro,Kuchnia,Deska do krojenia dębowa,1,99.00,99.00,11.38,Radom,Zwrot
2026-02-15,ZAM-10545,Allegro,Kuchnia,Kubek termiczny 450ml,1,69.00,69.00,7.94,Szczecin,Opłacone
2026-02-15,ZAM-10546,Allegro,Elektronika,Ładowarka bezprzewodowa,1,99.00,99.00,11.38,Kraków,Opłacone
2026-02-16,ZAM-10547,Sklep www,Akcesoria,Plecak miejski 20L,1,179.00,179.00,3.22,Poznań,Opłacone
2026-02-16,ZAM-10548,Sklep www,Kuchnia,Deska do krojenia dębowa,1,99.00,99.00,1.78,Gdańsk,Opłacone
2026-02-16,ZAM-10549,Allegro,Elektronika,Powerbank 20000mAh,1,139.00,125.10,14.39,Katowice,Opłacone
2026-02-16,ZAM-10550,Allegro,Kuchnia,Młynek do kawy ręczny,1,149.00,149.00,17.14,Szczecin,Opłacone
2026-02-16,ZAM-10551,Sklep www,Akcesoria,Etui na klucze,1,49.00,49.00,0.88,Radom,Opłacone
2026-02-16,ZAM-10552,Allegro,Dom i biuro,Podkładka pod laptopa bambusowa,1,89.00,89.00,10.24,Szczecin,Opłacone
2026-02-16,ZAM-10553,Allegro,Akcesoria,Plecak miejski 20L,1,179.00,179.00,20.59,Łódź,Opłacone
2026-02-16,ZAM-10554,Allegro,Akcesoria,Etui na klucze,1,49.00,49.00,5.64,Warszawa,Opłacone
2026-02-17,ZAM-10555,Sklep www,Elektronika,Ładowarka bezprzewodowa,1,99.00,99.00,1.78,Rzeszów,Opłacone
2026-02-17,ZAM-10556,Sklep www,Elektronika,Ładowarka bezprzewodowa,1,99.00,89.10,1.60,Szczecin,Opłacone
2026-02-17,ZAM-10557,Sklep www,Elektronika,Słuchawki BT douszne,1,159.00,159.00,2.86,Rzeszów,Opłacone
2026-02-18,ZAM-10558,Sklep www,Elektronika,Ładowarka bezprzewodowa,1,99.00,99.00,1.78,Poznań,Opłacone
2026-02-18,ZAM-10559,Sklep www,Kuchnia,Młynek do kawy ręczny,1,149.00,149.00,2.68,Lublin,Opłacone
2026-02-18,ZAM-10560,Allegro,Akcesoria,Portfel skórzany slim,1,129.00,129.00,14.84,Wrocław,Opłacone
2026-02-18,ZAM-10561,Sklep www,Akcesoria,Etui na klucze,1,49.00,49.00,0.88,Łódź,Opłacone
2026-02-18,ZAM-10562,Allegro,Akcesoria,Portfel skórzany slim,1,129.00,129.00,14.84,Rzeszów,Opłacone
2026-02-18,ZAM-10563,Sklep www,Elektronika,Słuchawki BT douszne,1,159.00,143.10,2.58,Gdańsk,Opłacone
2026-02-19,ZAM-10564,Allegro,Kuchnia,Kubek termiczny 450ml,3,69.00,207.00,23.80,Rzeszów,Opłacone
2026-02-19,ZAM-10565,Allegro,Elektronika,Słuchawki BT douszne,1,159.00,159.00,18.29,Rzeszów,Opłacone
2026-02-19,ZAM-10566,Allegro,Dom i biuro,Lampka LED na biurko,1,119.00,107.10,12.32,Katowice,Opłacone
2026-02-19,ZAM-10567,Sklep www,Dom i biuro,Podkładka pod laptopa bambusowa,1,89.00,89.00,1.60,Łódź,Opłacone
2026-02-19,ZAM-10568,Sklep www,Elektronika,Ładowarka bezprzewodowa,1,99.00,99.00,1.78,Lublin,Opłacone
2026-02-19,ZAM-10569,Allegro,Akcesoria,Etui na klucze,1,49.00,49.00,5.64,Szczecin,Opłacone
2026-02-19,ZAM-10570,Allegro,Dom i biuro,Organizer biurkowy drewniany,1,79.00,79.00,9.09,Warszawa,Opłacone
2026-02-20,ZAM-10571,Allegro,Elektronika,Ładowarka bezprzewodowa,1,99.00,99.00,11.38,Wrocław,Opłacone
2026-02-20,ZAM-10572,Allegro,Akcesoria,Portfel skórzany slim,1,129.00,116.10,13.35,Łódź,Opłacone
2026-02-20,ZAM-10573,Allegro,Dom i biuro,Organizer biurkowy drewniany,1,79.00,79.00,9.09,Lublin,Opłacone
2026-02-20,ZAM-10574,Allegro,Dom i biuro,Organizer biurkowy drewniany,1,79.00,71.10,8.18,Wrocław,Opłacone
2026-02-20,ZAM-10575,Allegro,Dom i biuro,Organizer biurkowy drewniany,1,79.00,79.00,9.09,Rzeszów,Zwrot
2026-02-20,ZAM-10576,Allegro,Kuchnia,Deska do krojenia dębowa,1,99.00,99.00,11.38,Kraków,Opłacone
2026-02-21,ZAM-10577,Sklep www,Kuchnia,Młynek do kawy ręczny,3,149.00,447.00,8.05,Radom,Opłacone
2026-02-21,ZAM-10578,Allegro,Dom i biuro,Podkładka pod laptopa bambusowa,1,89.00,89.00,10.24,Kraków,Opłacone
2026-02-21,ZAM-10579,Allegro,Elektronika,Słuchawki BT douszne,1,159.00,159.00,18.29,Rzeszów,Opłacone
2026-02-21,ZAM-10580,Allegro,Kuchnia,Deska do krojenia dębowa,1,99.00,99.00,11.38,Białystok,Opłacone
2026-02-21,ZAM-10581,Allegro,Akcesoria,Plecak miejski 20L,1,179.00,179.00,20.59,Wrocław,Zwrot
2026-02-21,ZAM-10582,Sklep www,Akcesoria,Portfel skórzany slim,1,129.00,129.00,2.32,Poznań,Opłacone
2026-02-21,ZAM-10583,Allegro,Kuchnia,Deska do krojenia dębowa,1,99.00,99.00,11.38,Warszawa,Opłacone
2026-02-21,ZAM-10584,Allegro,Kuchnia,Młynek do kawy ręczny,1,149.00,149.00,17.14,Gdańsk,Opłacone
2026-02-21,ZAM-10585,Allegro,Elektronika,Ładowarka bezprzewodowa,2,99.00,198.00,22.77,Gdańsk,Opłacone
2026-02-21,ZAM-10586,Allegro,Elektronika,Ładowarka bezprzewodowa,1,99.00,99.00,11.38,Poznań,Opłacone
2026-02-22,ZAM-10587,Sklep www,Elektronika,Powerbank 20000mAh,1,139.00,125.10,2.25,Lublin,Opłacone
2026-02-22,ZAM-10588,Allegro,Kuchnia,Kubek termiczny 450ml,1,69.00,69.00,7.94,Kraków,Opłacone
2026-02-22,ZAM-10589,Allegro,Akcesoria,Etui na klucze,1,49.00,49.00,5.64,Warszawa,Opłacone
2026-02-22,ZAM-10590,Sklep www,Akcesoria,Etui na klucze,1,49.00,49.00,0.88,Lublin,Opłacone
2026-02-22,ZAM-10591,Sklep www,Elektronika,Ładowarka bezprzewodowa,1,99.00,99.00,1.78,Lublin,Opłacone
2026-02-22,ZAM-10592,Allegro,Dom i biuro,Organizer biurkowy drewniany,1,79.00,79.00,9.09,Warszawa,Opłacone
2026-02-23,ZAM-10593,Allegro,Elektronika,Ładowarka bezprzewodowa,1,99.00,99.00,11.38,Warszawa,Opłacone
2026-02-23,ZAM-10594,Sklep www,Elektronika,Powerbank 20000mAh,1,139.00,139.00,2.50,Lublin,Zwrot
2026-02-23,ZAM-10595,Allegro,Dom i biuro,Lampka LED na biurko,1,119.00,119.00,13.69,Wrocław,Opłacone
2026-02-23,ZAM-10596,Allegro,Elektronika,Ładowarka bezprzewodowa,1,99.00,99.00,11.38,Katowice,Opłacone
2026-02-23,ZAM-10597,Sklep www,Akcesoria,Plecak miejski 20L,1,179.00,179.00,3.22,Lublin,Opłacone
2026-02-23,ZAM-10598,Sklep www,Kuchnia,Młynek do kawy ręczny,3,149.00,447.00,8.05,Wrocław,Opłacone
2026-02-24,ZAM-10599,Allegro,Dom i biuro,Organizer biurkowy drewniany,1,79.00,79.00,9.09,Katowice,Opłacone
2026-02-24,ZAM-10600,Sklep www,Kuchnia,Kubek termiczny 450ml,1,69.00,69.00,1.24,Rzeszów,Opłacone
2026-02-24,ZAM-10601,Allegro,Dom i biuro,Organizer biurkowy drewniany,1,79.00,79.00,9.09,Warszawa,Opłacone
2026-02-24,ZAM-10602,Sklep www,Dom i biuro,Lampka LED na biurko,1,119.00,119.00,2.14,Rzeszów,Opłacone
2026-02-24,ZAM-10603,Allegro,Kuchnia,Kubek termiczny 450ml,1,69.00,69.00,7.94,Poznań,Opłacone
2026-02-24,ZAM-10604,Sklep www,Dom i biuro,Organizer biurkowy drewniany,3,79.00,237.00,4.27,Rzeszów,Opłacone
2026-02-25,ZAM-10605,Allegro,Elektronika,Powerbank 20000mAh,1,139.00,139.00,15.99,Gdańsk,Opłacone
2026-02-25,ZAM-10606,Allegro,Elektronika,Ładowarka bezprzewodowa,1,99.00,99.00,11.38,Lublin,Opłacone
2026-02-25,ZAM-10607,Allegro,Elektronika,Słuchawki BT douszne,1,159.00,159.00,18.29,Radom,Opłacone
2026-02-25,ZAM-10608,Allegro,Kuchnia,Młynek do kawy ręczny,1,149.00,149.00,17.14,Łódź,Opłacone
2026-02-25,ZAM-10609,Sklep www,Akcesoria,Plecak miejski 20L,1,179.00,179.00,3.22,Radom,Opłacone
2026-02-25,ZAM-10610,Sklep www,Kuchnia,Kubek termiczny 450ml,1,69.00,69.00,1.24,Warszawa,Opłacone
2026-02-26,ZAM-10611,Sklep www,Dom i biuro,Podkładka pod laptopa bambusowa,1,89.00,89.00,1.60,Kraków,Opłacone
2026-02-26,ZAM-10612,Sklep www,Kuchnia,Młynek do kawy ręczny,1,149.00,149.00,2.68,Gdańsk,Opłacone
2026-02-26,ZAM-10613,Allegro,Elektronika,Powerbank 20000mAh,2,139.00,278.00,31.97,Szczecin,Opłacone
2026-02-26,ZAM-10614,Sklep www,Akcesoria,Etui na klucze,1,49.00,44.10,0.79,Gdańsk,Opłacone
2026-02-26,ZAM-10615,Sklep www,Dom i biuro,Organizer biurkowy drewniany,1,79.00,79.00,1.42,Rzeszów,Zwrot
2026-02-26,ZAM-10616,Allegro,Akcesoria,Portfel skórzany slim,1,129.00,129.00,14.84,Katowice,Opłacone
2026-02-26,ZAM-10617,Sklep www,Akcesoria,Etui na klucze,1,49.00,49.00,0.88,Białystok,Opłacone
2026-02-26,ZAM-10618,Sklep www,Kuchnia,Deska do krojenia dębowa,2,99.00,198.00,3.56,Rzeszów,Opłacone
2026-02-26,ZAM-10619,Allegro,Kuchnia,Młynek do kawy ręczny,1,149.00,149.00,17.14,Szczecin,Opłacone
2026-02-26,ZAM-10620,Sklep www,Elektronika,Słuchawki BT douszne,1,159.00,143.10,2.58,Szczecin,Opłacone
2026-02-27,ZAM-10621,Sklep www,Kuchnia,Deska do krojenia dębowa,1,99.00,99.00,1.78,Poznań,Opłacone
2026-02-27,ZAM-10622,Allegro,Elektronika,Ładowarka bezprzewodowa,1,99.00,99.00,11.38,Radom,Zwrot
2026-02-27,ZAM-10623,Allegro,Elektronika,Ładowarka bezprzewodowa,1,99.00,99.00,11.38,Łódź,Opłacone
2026-02-27,ZAM-10624,Allegro,Elektronika,Słuchawki BT douszne,1,159.00,143.10,16.46,Białystok,Opłacone
2026-02-27,ZAM-10625,Sklep www,Akcesoria,Etui na klucze,2,49.00,88.20,1.59,Białystok,Opłacone
2026-02-27,ZAM-10626,Sklep www,Dom i biuro,Organizer biurkowy drewniany,2,79.00,158.00,2.84,Rzeszów,Opłacone
2026-02-27,ZAM-10627,Allegro,Kuchnia,Kubek termiczny 450ml,1,69.00,69.00,7.94,Białystok,Opłacone
2026-02-28,ZAM-10628,Sklep www,Dom i biuro,Organizer biurkowy drewniany,1,79.00,79.00,1.42,Lublin,Opłacone
2026-02-28,ZAM-10629,Allegro,Akcesoria,Etui na klucze,1,49.00,49.00,5.64,Białystok,Opłacone
2026-02-28,ZAM-10630,Sklep www,Dom i biuro,Podkładka pod laptopa bambusowa,1,89.00,89.00,1.60,Poznań,Opłacone
2026-02-28,ZAM-10631,Allegro,Kuchnia,Deska do krojenia dębowa,1,99.00,99.00,11.38,Łódź,Opłacone
2026-02-28,ZAM-10632,Allegro,Akcesoria,Portfel skórzany slim,3,129.00,387.00,44.51,Białystok,Opłacone
2026-02-28,ZAM-10633,Allegro,Dom i biuro,Lampka LED na biurko,2,119.00,238.00,27.37,Kraków,Opłacone
2026-02-28,ZAM-10634,Allegro,Akcesoria,Plecak miejski 20L,1,179.00,179.00,20.59,Wrocław,Opłacone
2026-02-28,ZAM-10635,Allegro,Akcesoria,Plecak miejski 20L,1,179.00,161.10,18.53,Kraków,Opłacone
2026-02-28,ZAM-10636,Sklep www,Dom i biuro,Organizer biurkowy drewniany,2,79.00,158.00,2.84,Szczecin,Opłacone
2026-02-28,ZAM-10637,Allegro,Dom i biuro,Organizer biurkowy drewniany,1,79.00,79.00,9.09,Lublin,Opłacone
2026-02-28,ZAM-10638,Sklep www,Dom i biuro,Organizer biurkowy drewniany,2,79.00,158.00,2.84,Poznań,Opłacone
2026-03-01,ZAM-10639,Allegro,Elektronika,Słuchawki BT douszne,2,159.00,318.00,36.57,Szczecin,Opłacone
2026-03-01,ZAM-10640,Allegro,Akcesoria,Plecak miejski 20L,1,179.00,179.00,20.59,Rzeszów,Opłacone
2026-03-01,ZAM-10641,Allegro,Elektronika,Słuchawki BT douszne,1,159.00,143.10,16.46,Warszawa,Opłacone
2026-03-01,ZAM-10642,Allegro,Kuchnia,Kubek termiczny 450ml,1,69.00,69.00,7.94,Szczecin,Opłacone
2026-03-01,ZAM-10643,Sklep www,Kuchnia,Młynek do kawy ręczny,1,149.00,134.10,2.41,Radom,Opłacone
2026-03-01,ZAM-10644,Allegro,Akcesoria,Etui na klucze,1,49.00,49.00,5.64,Białystok,Opłacone
2026-03-01,ZAM-10645,Sklep www,Elektronika,Powerbank 20000mAh,1,139.00,139.00,2.50,Gdańsk,Opłacone
2026-03-01,ZAM-10646,Allegro,Elektronika,Słuchawki BT douszne,1,159.00,159.00,18.29,Łódź,Opłacone
2026-03-02,ZAM-10647,Allegro,Kuchnia,Młynek do kawy ręczny,1,149.00,149.00,17.14,Katowice,Opłacone
2026-03-02,ZAM-10648,Allegro,Akcesoria,Etui na klucze,1,49.00,49.00,5.64,Lublin,Opłacone
2026-03-02,ZAM-10649,Allegro,Elektronika,Powerbank 20000mAh,2,139.00,278.00,31.97,Katowice,Opłacone
2026-03-02,ZAM-10650,Allegro,Dom i biuro,Lampka LED na biurko,1,119.00,107.10,12.32,Poznań,Opłacone
2026-03-02,ZAM-10651,Allegro,Dom i biuro,Podkładka pod laptopa bambusowa,1,89.00,89.00,10.24,Gdańsk,Opłacone
2026-03-02,ZAM-10652,Sklep www,Dom i biuro,Lampka LED na biurko,1,119.00,119.00,2.14,Kraków,Opłacone
2026-03-02,ZAM-10653,Allegro,Kuchnia,Kubek termiczny 450ml,1,69.00,69.00,7.94,Radom,Opłacone
2026-03-02,ZAM-10654,Sklep www,Kuchnia,Deska do krojenia dębowa,1,99.00,99.00,1.78,Katowice,Opłacone
2026-03-03,ZAM-10655,Sklep www,Kuchnia,Młynek do kawy ręczny,1,149.00,149.00,2.68,Białystok,Zwrot
2026-03-03,ZAM-10656,Sklep www,Dom i biuro,Podkładka pod laptopa bambusowa,1,89.00,89.00,1.60,Radom,Opłacone
2026-03-03,ZAM-10657,Allegro,Akcesoria,Plecak miejski 20L,1,179.00,179.00,20.59,Radom,Zwrot
2026-03-03,ZAM-10658,Sklep www,Kuchnia,Kubek termiczny 450ml,1,69.00,69.00,1.24,Łódź,Opłacone
2026-03-03,ZAM-10659,Sklep www,Elektronika,Powerbank 20000mAh,3,139.00,417.00,7.51,Lublin,Opłacone
2026-03-03,ZAM-10660,Allegro,Elektronika,Słuchawki BT douszne,1,159.00,159.00,18.29,Gdańsk,Opłacone
2026-03-03,ZAM-10661,Allegro,Dom i biuro,Lampka LED na biurko,2,119.00,238.00,27.37,Radom,Opłacone
2026-03-04,ZAM-10662,Allegro,Dom i biuro,Podkładka pod laptopa bambusowa,2,89.00,178.00,20.47,Szczecin,Opłacone
2026-03-04,ZAM-10663,Allegro,Akcesoria,Plecak miejski 20L,2,179.00,322.20,37.05,Katowice,Opłacone
